comparison_key,source_user,source_repo,source_results_root,benchmark,run_label,run_root,run_name,method,method_display,method_family,config_id,config_ids,config_payload_json,quant_meta_json,prompt_id,prompt_index,prompt,seed,video_name,video_path,video_rel_path,resolution_h,resolution_w,num_frames,fps,duration_sec,is_ten_second,wall_time_sec,peak_vram_bytes,peak_vram_mb,compression_ratio,bf16_kv_bytes,compressed_kv_bytes,quantize_time_s,dequantize_time_s,total_runtime_s,avg_runtime_s_per_prompt,moviegen_fidelity_psnr,moviegen_fidelity_ssim,moviegen_fidelity_lpips,moviegen_fidelity_psnr_agg,moviegen_fidelity_ssim_agg,moviegen_fidelity_lpips_agg,moviegen_background_consistency,moviegen_imaging_quality,moviegen_subject_consistency,moviegen_aesthetic_quality,moviegen_background_consistency_agg,moviegen_imaging_quality_agg,moviegen_subject_consistency_agg,moviegen_aesthetic_quality_agg,moviegen_drift_points,moviegen_drift_last_imaging_quality,source_moviegen_run_root,storyeval_fidelity_psnr,storyeval_fidelity_ssim,storyeval_fidelity_lpips,storyeval_fidelity_psnr_agg,storyeval_fidelity_ssim_agg,storyeval_fidelity_lpips_agg,storyeval_background_consistency,storyeval_imaging_quality,storyeval_subject_consistency,storyeval_aesthetic_quality,storyeval_background_consistency_agg,storyeval_imaging_quality_agg,storyeval_subject_consistency_agg,storyeval_aesthetic_quality_agg,storyeval_avg_runtime_sec,storyeval_avg_peak_vram_mb,storyeval_max_peak_vram_mb,storyeval_num_records,storyeval_num_prompts,storyeval_num_success,storyeval_num_failed,storyeval_drift_points,storyeval_drift_last_imaging_quality
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s:FLOWCACHE_PRUNE_INT2 [990b60e0bbd4]:4:4,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int2_990b60e0bbd4_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,backfill_flowcache_prune_int2_990b60e0bbd4_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE_INT2,BF16,990b60e0bbd4,990b60e0bbd4,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},4,4,"A close-up 3D animated scene of a short, fluffy monster kneeling beside a melting red candle. The monster has large, wide eyes and an open mouth, gazing at the flame with a look of wonder and curiosity. Its soft, fluffy fur contrasts with the warm, dramatic lighting that highlights every detail of its gentle, innocent expression. The pose conveys a sense of playfulness and exploration, as if the creature is discovering the world for the first time. The background features a cozy, warmly lit room with subtle hints of a fireplace and soft furnishings, enhancing the overall atmosphere. The use of warm colors and dramatic lighting creates a captivating and inviting scene.",4,prompt_0004_seed_4.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0004_seed_4.mp4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0004_seed_4.mp4,480,832,165,16,10.3125,True,69.84967270307243,11934087168,11381.232421875,7.77737386027257,12076646400,1552792320,75.87786887120456,9.289468991104513,698.6769711636007,69.86769711636006,18.67007379432534,0.6183868192065971,0.350839736092497,15.259703132417702,0.4665929622890667,0.48250288779155887,0.943274521246189,58.81749454845082,0.8785967038172048,0.6109710335731506,0.8969708698551829,0.6370552464456268,0.8324129128783214,0.5383639603853225,1,0.633381224857677,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s:FLOWCACHE_PRUNE_INT2 [990b60e0bbd4]:5:5,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int2_990b60e0bbd4_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,backfill_flowcache_prune_int2_990b60e0bbd4_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE_INT2,BF16,990b60e0bbd4,990b60e0bbd4,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},5,5,"A beautifully detailed papercraft illustration of a vibrant coral reef teeming with colorful fish and sea creatures. The coral formations are intricately designed, with each polyp and branch meticulously crafted. Schools of tropical fish swim gracefully among the corals, their scales shimmering in hues of turquoise, orange, and purple. Sea turtles glide smoothly over the reef, while a school of clownfish dart playfully around an anemone. The background features a soft, pastel-colored ocean with gentle waves and a hint of sunlight breaking through. The entire scene is rendered with a lifelike and textured papercraft style, capturing the essence of a thriving underwater ecosystem. A close-up view from a slightly elevated angle.",5,prompt_0005_seed_5.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0005_seed_5.mp4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0005_seed_5.mp4,480,832,165,16,10.3125,True,70.74684664607048,11934087168,11381.232421875,7.77737386027257,12076646400,1552792320,75.87786887120456,9.289468991104513,698.6769711636007,69.86769711636006,13.89018257799239,0.298123141929378,0.5330848567131342,15.259703132417702,0.4665929622890667,0.48250288779155887,0.8858374618902439,64.85928432580197,0.8097530408966832,0.5766520500183105,0.8969708698551829,0.6370552464456268,0.8324129128783214,0.5383639603853225,1,0.633381224857677,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s:FLOWCACHE_PRUNE_INT2 [990b60e0bbd4]:6:6,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int2_990b60e0bbd4_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,backfill_flowcache_prune_int2_990b60e0bbd4_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE_INT2,BF16,990b60e0bbd4,990b60e0bbd4,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},6,6,"A close-up shot of a Victoria crowned pigeon in a naturalistic wildlife photography style, showcasing its striking blue plumage and red chest. The bird’s crest is adorned with delicate, lacy feathers, and its eye is a striking red color, adding to its regal and majestic appearance. The pigeon’s head is tilted slightly to the side, giving it a regal gaze. The background is blurred, emphasizing the bird’s striking beauty against a soft, muted backdrop. The lighting highlights the bird’s feathers, creating a vibrant and lifelike image.",6,prompt_0006_seed_6.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0006_seed_6.mp4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0006_seed_6.mp4,480,832,165,16,10.3125,True,70.81275135371834,11934087168,11381.232421875,7.77737386027257,12076646400,1552792320,75.87786887120456,9.289468991104513,698.6769711636007,69.86769711636006,18.50322746997166,0.6869317477862735,0.3569117988544432,15.259703132417702,0.4665929622890667,0.48250288779155887,0.9386105421112805,61.222432015158915,0.8918639156149655,0.4790861904621124,0.8969708698551829,0.6370552464456268,0.8324129128783214,0.5383639603853225,1,0.633381224857677,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s:FLOWCACHE_PRUNE_INT2 [990b60e0bbd4]:7:7,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int2_990b60e0bbd4_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,backfill_flowcache_prune_int2_990b60e0bbd4_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE_INT2,BF16,990b60e0bbd4,990b60e0bbd4,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},7,7,"A photorealistic closeup video of two pirate ships battling each other as they sail inside a steaming cup of coffee. The ships are intricately detailed, with wooden planks, sails flapping in the breeze, and cannons aimed at each other. The crew members, wearing authentic pirate attire, brandish swords and pistols, their expressions fierce and determined. The coffee foam creates a frothy, turbulent sea, with ripples and waves realistically depicted. The background is a blurred, warm brown coffee surface, with steam rising gently. The camera angle is slightly elevated, capturing the intense action from above.",7,prompt_0007_seed_7.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0007_seed_7.mp4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0007_seed_7.mp4,480,832,165,16,10.3125,True,69.71002997970209,11934087168,11381.232421875,7.77737386027257,12076646400,1552792320,75.87786887120456,9.289468991104513,698.6769711636007,69.86769711636006,13.225974951623268,0.5063214957628728,0.49361543646082284,15.259703132417702,0.4665929622890667,0.48250288779155887,0.9056917516196646,72.82282386548592,0.7875493910254502,0.5315124988555908,0.8969708698551829,0.6370552464456268,0.8324129128783214,0.5383639603853225,1,0.633381224857677,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s:FLOWCACHE_PRUNE_INT2 [990b60e0bbd4]:8:8,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int2_990b60e0bbd4_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,backfill_flowcache_prune_int2_990b60e0bbd4_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE_INT2,BF16,990b60e0bbd4,990b60e0bbd4,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},8,8,"A vibrant anime illustration in a thick painting style featuring a young man in his 20s sitting on a fluffy white cloud in the sky, engrossed in reading a classic leather-bound book. He has short, messy black hair and expressive brown eyes, wearing a casual white t-shirt and blue jeans. His posture is relaxed yet attentive, with one leg crossed over the other. The background is a vivid sky with cotton-like clouds and a soft sunset glow, casting a warm orange hue. The scene has a dreamy and ethereal quality. A medium shot with a slightly downward angle.",8,prompt_0008_seed_8.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0008_seed_8.mp4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0008_seed_8.mp4,480,832,165,16,10.3125,True,69.55807397095487,11934087168,11381.232421875,7.77737386027257,12076646400,1552792320,75.87786887120456,9.289468991104513,698.6769711636007,69.86769711636006,19.025767963124682,0.632282466650752,0.39536118705220746,15.259703132417702,0.4665929622890667,0.48250288779155887,0.9319160275342988,70.08433299209132,0.8475994582219821,0.6136854290962219,0.8969708698551829,0.6370552464456268,0.8324129128783214,0.5383639603853225,1,0.633381224857677,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s:FLOWCACHE_PRUNE_INT2 [990b60e0bbd4]:9:9,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int2_990b60e0bbd4_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,backfill_flowcache_prune_int2_990b60e0bbd4_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE_INT2,BF16,990b60e0bbd4,990b60e0bbd4,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},9,9,"A historical footage style photograph depicting a bustling gold rush town in California. The scene captures miners panning for gold in a stream, their faces weathered and determined. Behind them, makeshift wooden shacks and tents line the streets, with smoke rising from chimneys. A man in a dusty hat and tattered clothes stands near a sluice box, his hand on his hip, looking out towards the camera with a mix of hope and hardship. The background features rolling hills and dense forests, with a few oxen-drawn wagons in the distance. The photo has a sepia tone and a grainy texture, capturing the essence of the era. A medium shot with a slightly tilted angle.",9,prompt_0009_seed_9.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0009_seed_9.mp4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s/videos/FLOWCACHE_PRUNE_INT2/prompt_0009_seed_9.mp4,480,832,165,16,10.3125,True,69.48232993436977,11934087168,11381.232421875,7.77737386027257,12076646400,1552792320,75.87786887120456,9.289468991104513,698.6769711636007,69.86769711636006,14.871507947742359,0.3729877059027308,0.5074732791914632,15.259703132417702,0.4665929622890667,0.48250288779155887,0.905405928448933,68.64813713304925,0.8553595294857897,0.47504353523254395,0.8969708698551829,0.6370552464456268,0.8324129128783214,0.5383639603853225,1,0.633381224857677,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s:FLOWCACHE_PRUNE_INT4 [27bbc04277fe]:0:0,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int4_27bbc04277fe_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,backfill_flowcache_prune_int4_27bbc04277fe_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE_INT4,BF16,27bbc04277fe,27bbc04277fe,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},0,0,"A stylish woman strolls down a bustling Tokyo street, the warm glow of neon lights and animated city signs casting vibrant reflections. She wears a sleek black leather jacket paired with a flowing red dress and black boots, her black purse slung over her shoulder. Sunglasses perched on her nose and a bold red lipstick add to her confident, casual demeanor. The street is damp and reflective, creating a mirror-like effect that enhances the colorful lights and shadows. Pedestrians move about, adding to the lively atmosphere. The scene is captured in a dynamic medium shot with the woman walking slightly to one side, highlighting her graceful strides.",0,prompt_0000_seed_0.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0000_seed_0.mp4,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0000_seed_0.mp4,480,832,165,16,10.3125,True,68.0646906113252,11772624896,11227.25,5.498061668232775,12076646400,2196528000,78.5329250660725,10.42276755347848,722.210502914153,72.22105029141531,10.936731285098126,0.22054492530350128,0.5814786217937415,15.30039834083438,0.45688496476167184,0.41186651332825985,0.906029677972561,57.78053602738814,0.874104467652193,0.6780449151992798,0.9343040652391387,0.7269371415109346,0.9162930477592276,0.6443885028362274,1,0.7260502348003967,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s:FLOWCACHE_PRUNE_INT4 [27bbc04277fe]:1:1,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int4_27bbc04277fe_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,backfill_flowcache_prune_int4_27bbc04277fe_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE_INT4,BF16,27bbc04277fe,27bbc04277fe,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},1,1,"A stunning mid-afternoon landscape photograph with a low camera angle, showcasing several giant wooly mammoths treading through a snowy meadow. Their long, wooly fur gently billows in the brisk wind as they move, creating a sense of natural movement. Snow-covered trees and dramatic snow-capped mountains loom in the distance, adding to the majestic setting. Wispy clouds and a high sun cast a warm glow over the scene, enhancing the serene and awe-inspiring atmosphere. The depth of field brings out the detailed textures of the mammoths and the snowy environment, capturing every nuance of these prehistoric giants in breathtaking clarity.",1,prompt_0001_seed_1.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0001_seed_1.mp4,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0001_seed_1.mp4,480,832,165,16,10.3125,True,72.89267636975273,12571744256,11989.349609375,5.498061668232775,12076646400,2196528000,78.5329250660725,10.42276755347848,722.210502914153,72.22105029141531,15.52899504065477,0.41008997150515136,0.4865188074806197,15.30039834083438,0.45688496476167184,0.41186651332825985,0.9328032702934451,74.0487823717522,0.9074743522739992,0.6367719173431396,0.9343040652391387,0.7269371415109346,0.9162930477592276,0.6443885028362274,1,0.7260502348003967,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s:FLOWCACHE_PRUNE_INT4 [27bbc04277fe]:2:2,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int4_27bbc04277fe_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,backfill_flowcache_prune_int4_27bbc04277fe_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE_INT4,BF16,27bbc04277fe,27bbc04277fe,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},2,2,"A movie trailer in a classic cinematic style, featuring the adventurous journey of a 30-year-old space man wearing a vibrant red wool knitted motorcycle helmet. The scene unfolds against a vast blue sky and a desolate salt desert landscape. Shot on 35mm film, the trailer showcases vivid and rich colors, capturing the hero as he navigates through the harsh terrain with determination. His helmet glints under the sun, adding to the dramatic effect. The background is a mix of sweeping desert vistas and distant horizons, with the occasional shimmer of light reflecting off the salt flats. A dynamic medium shot with a sweeping overhead angle, emphasizing the hero's resilience and the vastness of his adventure.",2,prompt_0002_seed_2.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0002_seed_2.mp4,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0002_seed_2.mp4,480,832,165,16,10.3125,True,71.12281733099371,12571744256,11989.349609375,5.498061668232775,12076646400,2196528000,78.5329250660725,10.42276755347848,722.210502914153,72.22105029141531,16.461231890651558,0.5935830660948159,0.3143617698386537,15.30039834083438,0.45688496476167184,0.41186651332825985,0.8639094655106707,72.39221602931167,0.9023418711816392,0.6612964272499084,0.9343040652391387,0.7269371415109346,0.9162930477592276,0.6443885028362274,1,0.7260502348003967,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s:FLOWCACHE_PRUNE_INT4 [27bbc04277fe]:3:3,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int4_27bbc04277fe_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,backfill_flowcache_prune_int4_27bbc04277fe_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE_INT4,BF16,27bbc04277fe,27bbc04277fe,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},3,3,"A drone view of waves crashing against the rugged cliffs along Big Sur’s Garay Point beach. The crashing blue waters create white-tipped waves, while the golden light of the setting sun illuminates the rocky shore, casting long shadows. In the distance, a small island with a lighthouse stands tall, its beam piercing the twilight. Green shrubbery covers the cliff’s edge, and the steep drop from the road down to the beach is a dramatic feat, with the cliff’s edges jutting out over the sea. The camera angle provides a bird's-eye view, capturing the raw beauty of the coast and the rugged landscape of the Pacific Coast Highway. The scene is bathed in a warm, golden hue, highlighting the textures and details of the rocky terrain.",3,prompt_0003_seed_3.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0003_seed_3.mp4,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0003_seed_3.mp4,480,832,165,16,10.3125,True,72.20223661605269,12571744256,11989.349609375,5.498061668232775,12076646400,2196528000,78.5329250660725,10.42276755347848,722.210502914153,72.22105029141531,13.701073485456615,0.37568083388939094,0.4649069425085503,15.30039834083438,0.45688496476167184,0.41186651332825985,0.9155504180163871,74.75760091145834,0.9298086723358165,0.6152816414833069,0.9343040652391387,0.7269371415109346,0.9162930477592276,0.6443885028362274,1,0.7260502348003967,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s:FLOWCACHE_PRUNE_INT4 [27bbc04277fe]:4:4,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int4_27bbc04277fe_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,backfill_flowcache_prune_int4_27bbc04277fe_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE_INT4,BF16,27bbc04277fe,27bbc04277fe,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},4,4,"A close-up 3D animated scene of a short, fluffy monster kneeling beside a melting red candle. The monster has large, wide eyes and an open mouth, gazing at the flame with a look of wonder and curiosity. Its soft, fluffy fur contrasts with the warm, dramatic lighting that highlights every detail of its gentle, innocent expression. The pose conveys a sense of playfulness and exploration, as if the creature is discovering the world for the first time. The background features a cozy, warmly lit room with subtle hints of a fireplace and soft furnishings, enhancing the overall atmosphere. The use of warm colors and dramatic lighting creates a captivating and inviting scene.",4,prompt_0004_seed_4.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0004_seed_4.mp4,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0004_seed_4.mp4,480,832,165,16,10.3125,True,73.73342787194997,12571744256,11989.349609375,5.498061668232775,12076646400,2196528000,78.5329250660725,10.42276755347848,722.210502914153,72.22105029141531,19.655789676704952,0.6327075138404544,0.28300738768144085,15.30039834083438,0.45688496476167184,0.41186651332825985,0.9690164705602134,71.02142764004795,0.9341645437042888,0.6525058150291443,0.9343040652391387,0.7269371415109346,0.9162930477592276,0.6443885028362274,1,0.7260502348003967,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
vaishak:moviegen:/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s:FLOWCACHE_PRUNE_INT4 [27bbc04277fe]:5:5,vaishak,combined-kv-quant,/data/vaishak/combined-kv-quant/results,moviegen,backfill_flowcache_prune_int4_27bbc04277fe_10s,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,backfill_flowcache_prune_int4_27bbc04277fe_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE_INT4,BF16,27bbc04277fe,27bbc04277fe,"{""benchmark"":""moviegen"",""bits"":null,""cache_policy"":{""cadence"":null,""recent_blocks"":null},""method"":""BF16"",""method_family"":""BF16"",""quant_meta"":{}}",{},5,5,"A beautifully detailed papercraft illustration of a vibrant coral reef teeming with colorful fish and sea creatures. The coral formations are intricately designed, with each polyp and branch meticulously crafted. Schools of tropical fish swim gracefully among the corals, their scales shimmering in hues of turquoise, orange, and purple. Sea turtles glide smoothly over the reef, while a school of clownfish dart playfully around an anemone. The background features a soft, pastel-colored ocean with gentle waves and a hint of sunlight breaking through. The entire scene is rendered with a lifelike and textured papercraft style, capturing the essence of a thriving underwater ecosystem. A close-up view from a slightly elevated angle.",5,prompt_0005_seed_5.mp4,/data/vaishak/combined-kv-quant/results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0005_seed_5.mp4,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s/videos/FLOWCACHE_PRUNE_INT4/prompt_0005_seed_5.mp4,480,832,165,16,10.3125,True,73.58205623785034,12571744256,11989.349609375,5.498061668232775,12076646400,2196528000,78.5329250660725,10.42276755347848,722.210502914153,72.22105029141531,12.912283252026619,0.2506999626567629,0.395480420196316,15.30039834083438,0.45688496476167184,0.41186651332825985,0.9529939977134146,78.10514794551965,0.9475478869749279,0.6632183194160461,0.9343040652391387,0.7269371415109346,0.9162930477592276,0.6443885028362274,1,0.7260502348003967,/data/vaishak/kv-quant-longhorizon/results/runs/1772751420_baseline10s_10prompts_v3,,,,,,,,,,,,,,,,,,,,,,,
